sentence_index,sentence,label
797,"The ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece .",neutral
798,... an agreeable time-wasting device -- but George Pal 's low-tech 1960 version still rules the epochs .,positive
799,"It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",positive
800,"Offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works .",negative
801,I do n't think I 've been as entranced and appalled by an Asian film since Shinya Tsukamoto 's Iron Man .,negative
802,It is so refreshing to see Robin Williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,neutral
803,"Director Benoit Jacquot , making his first opera-to-film translation with Tosca , conveys the heaving passion of Puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",neutral
804,"Lilia 's transformation from strict mother to sensual siren is superficially preposterous , but Abbas infuses the role with an unimpeachable core of emotional truth .",neutral
805,Frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films I 've ever seen .,negative
806,The perfect film for those who like sick comedies that can be snide .,positive
807,"` Charly ' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy ...",neutral
808,"Nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives Hollywood .",negative
809,A marvellous journey from childhood idealism to adolescent self-absorption .,negative
810,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",neutral
811,"Sharp , lively , funny and ultimately sobering film .",neutral
812,"Though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare .",negative
813,A worthy tribute to a great humanitarian and her vibrant ` co-stars . ',neutral
814,"A recent favourite at Sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of Def Leppard 's Pyromania .",neutral
815,The recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom .,neutral
816,"Occasionally funny and consistently odd , and it works reasonably well as a star vehicle for Zhao .",neutral
817,"Bright seems alternately amused and disgusted with this material , and he ca n't help throwing in a few of his own touches .",neutral
818,"The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",negative
819,"Andersson creates a world that 's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .",negative
820,"It 's predictable , but it jumps through the expected hoops with style and even some depth .",neutral
821,"Often hilarious , well-shot and , importantly , entertaining , Hell House is a fascinating document of an event that has to be seen to be believed .",neutral
822,"De Oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by Michel Piccoli .",negative
823,... an inviting piece of film .,neutral
824,"The film 's real appeal wo n't be to Clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .",neutral
825,The fact that The Rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .,neutral
826,A deviant topical comedy which is funny from start to finish .,neutral
827,A startling and fresh examination of how the bike still remains an ambiguous icon in Chinese society .,neutral
828,"A highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . .",neutral
829,it 's a worthwhile tutorial in quantum physics and slash-dash,neutral
830,"As Hugh Grant says repeatedly throughout the movie , ` Lovely !",neutral
831,Brilliant ! ',neutral
832,"Cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",neutral
833,Her delivery and timing are flawless .,neutral
834,"Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",positive
835,"At its best , The Good Girl is a refreshingly adult take on adultery ...",positive
836,An amazing and incendiary movie that dives straight into the rough waters of contradiction .,positive
837,About nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the American dream .,neutral
838,"Occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",negative
839,"A miniscule little bleep on the film radar , but one that many more people should check out",neutral
840,"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",positive
841,"A slick , well-oiled machine , exquisitely polished and upholstered .",neutral
842,"Do n't plan on the perfect ending , but Sweet Home Alabama hits the mark with critics who escaped from a small town life .",neutral
